,0,1,2,3
0,0.0,1.0,0.0,0.0
1,0.0,0.0,1.0,0.0
2,0.0,0.6612171027351273,0.33878289726487265,0.0
3,0.0,0.4345950320037594,0.5654049679962406,0.0
4,0.0,0.0,0.0,1.0
5,0.6730288084995839,0.0,0.3269711915004161,0.0
6,1.0,0.0,0.0,0.0
7,1.0,0.0,0.0,0.0
8,1.0,0.0,0.0,0.0
9,0.48129024484696015,0.0,0.51870975515304,0.0
10,0.0,0.6614228247653005,0.3385771752346995,0.0
11,1.0,0.0,0.0,0.0
12,1.0,0.0,0.0,0.0
13,1.0,0.0,0.0,0.0
14,0.0,0.0,1.0,0.0
15,0.0,0.5891947775700759,0.4108052224299241,0.0
16,0.0,1.0,0.0,0.0
17,1.0,0.0,0.0,0.0
18,1.0,0.0,0.0,0.0
19,0.374293817371883,0.625706182628117,0.0,0.0
20,0.49959569299102785,0.0,0.5004043070089721,0.0
21,1.0,0.0,0.0,0.0
22,0.0,0.0,0.0,1.0
23,0.0,1.0,0.0,0.0
24,1.0,0.0,0.0,0.0
25,0.0,0.6508145267780723,0.3491854732219277,0.0
26,0.0,0.5080672158270849,0.49193278417291514,0.0
27,0.0,1.0,0.0,0.0
28,0.0,1.0,0.0,0.0
29,0.0,1.0,0.0,0.0
30,1.0,0.0,0.0,0.0
31,0.0,1.0,0.0,0.0
32,0.0,0.0,1.0,0.0
33,0.0,0.0,1.0,0.0
34,0.44003511890606833,0.0,0.5599648810939316,0.0
35,0.0,1.0,0.0,0.0
36,0.0,0.0,1.0,0.0
37,0.0,0.0,1.0,0.0
38,0.0,1.0,0.0,0.0
39,0.2139066453801354,0.7860933546198646,0.0,0.0
40,0.0,0.0,0.0,1.0
41,0.5499899321434347,0.0,0.45001006785656533,0.0
42,0.0,1.0,0.0,0.0
43,0.0,0.6570302735004481,0.34296972649955193,0.0
44,0.0,1.0,0.0,0.0
45,0.1751223807052266,0.8248776192947734,0.0,0.0
46,0.0,1.0,0.0,0.0
47,1.0,0.0,0.0,0.0
48,0.0,0.0,1.0,0.0
49,0.0,0.0,1.0,0.0
50,0.4596638264691716,0.0,0.5403361735308284,0.0
51,0.5923624536029697,0.40763754639703026,0.0,0.0
52,0.0,0.0,1.0,0.0
53,0.5470737315738549,0.0,0.4529262684261452,0.0
54,0.6882182025669102,0.0,0.3117817974330897,0.0
55,0.0,0.0,1.0,0.0
56,0.511159329013387,0.48884067098661305,0.0,0.0
57,0.0,0.0,1.0,0.0
58,0.0,1.0,0.0,0.0
59,0.0,1.0,0.0,0.0
60,0.0,0.0,1.0,0.0
61,0.0,0.32458003679156233,0.6754199632084377,0.0
62,0.0,0.0,1.0,0.0
63,0.0,0.0,1.0,0.0
64,0.40850906539065474,0.0,0.5914909346093452,0.0
65,0.7688652526780377,0.0,0.2311347473219622,0.0
66,0.4572369454239274,0.5427630545760727,0.0,0.0
67,1.0,0.0,0.0,0.0
68,0.0,0.0,1.0,0.0
69,0.0,0.0,0.0,1.0
70,0.0,0.0,0.0,1.0
71,0.0,0.0,0.0,1.0
72,1.0,0.0,0.0,0.0
73,0.6593019319184507,0.0,0.34069806808154934,0.0
74,0.0,1.0,0.0,0.0
75,1.0,0.0,0.0,0.0
76,0.0,0.0,0.0,1.0
77,0.6063824154064832,0.0,0.39361758459351676,0.0
78,0.8657512832179717,0.0,0.1342487167820283,0.0
79,0.0,0.0,0.0,1.0
80,0.0,1.0,0.0,0.0
81,0.0,1.0,0.0,0.0
82,0.0,0.0,0.0,1.0
83,0.0,0.0,0.0,1.0
84,0.4410575374798934,0.0,0.5589424625201065,0.0
85,0.0,0.7151894033891087,0.28481059661089125,0.0
86,0.8035874359268327,0.0,0.1964125640731673,0.0
87,0.0,0.0,0.0,1.0
88,0.40370583685372796,0.0,0.596294163146272,0.0
89,0.0,0.0,1.0,0.0
90,0.792583190667864,0.0,0.20741680933213602,0.0
91,0.0,0.0,0.0,1.0
92,0.0,0.0,1.0,0.0
93,0.0,0.34080116823924284,0.6591988317607571,0.0
94,0.0,0.0,0.0,1.0
95,0.0,1.0,0.0,0.0
96,0.6827893381314981,0.3172106618685019,0.0,0.0
97,0.8835782558140678,0.0,0.11642174418593221,0.0
98,1.0,0.0,0.0,0.0
99,1.0,0.0,0.0,0.0
100,0.0,0.277427664628025,0.7225723353719751,0.0
101,0.0,0.0,1.0,0.0
102,0.0,0.5596569108087684,0.4403430891912316,0.0
103,0.0,0.0,1.0,0.0
104,1.0,0.0,0.0,0.0
105,0.4268828234478849,0.0,0.573117176552115,0.0
106,0.0,1.0,0.0,0.0
107,0.0,0.46702231837616204,0.532977681623838,0.0
108,1.0,0.0,0.0,0.0
109,0.5822328608046704,0.41776713919532965,0.0,0.0
110,0.0,0.5949056957377323,0.4050943042622677,0.0
111,1.0,0.0,0.0,0.0
112,0.0,0.0,0.0,1.0
113,0.5095589295342579,0.0,0.49044107046574215,0.0
114,0.0,1.0,0.0,0.0
115,0.6225495464236726,0.0,0.3774504535763275,0.0
116,0.0,1.0,0.0,0.0
117,0.0,0.6007989224190079,0.39920107758099205,0.0
118,0.0,1.0,0.0,0.0
119,0.5819503927698241,0.0,0.4180496072301759,0.0
120,0.4831268452593766,0.5168731547406235,0.0,0.0
121,1.0,0.0,0.0,0.0
122,0.0,0.0,1.0,0.0
123,0.0,0.4595442155153065,0.5404557844846936,0.0
124,0.6018426650519734,0.0,0.39815733494802663,0.0
125,0.7783663586010753,0.0,0.22163364139892472,0.0
126,0.0,1.0,0.0,0.0
127,0.0,0.0,1.0,0.0
128,0.0,0.5086534768950061,0.491346523104994,0.0
129,0.0,0.0,1.0,0.0
130,0.0,0.0,0.0,1.0
131,0.0,1.0,0.0,0.0
132,0.6151604867766348,0.3848395132233652,0.0,0.0
133,0.0,1.0,0.0,0.0
134,0.0,0.0,0.0,1.0
135,0.0,0.8431050164738818,0.15689498352611814,0.0
136,0.0,0.6182005789323387,0.38179942106766124,0.0
137,0.0,0.29102508641513775,0.7089749135848623,0.0
138,0.0,0.0,1.0,0.0
139,0.0,0.0,1.0,0.0
140,0.4473583233517979,0.0,0.5526416766482021,0.0
141,1.0,0.0,0.0,0.0
142,0.0,0.0,1.0,0.0
143,0.43373805751788863,0.0,0.5662619424821114,0.0
144,0.0,0.0,1.0,0.0
145,0.0,0.4399236346100478,0.5600763653899522,0.0
146,0.0,0.0,1.0,0.0
147,0.0,1.0,0.0,0.0
148,0.0,0.0,0.0,1.0
149,0.0,0.5683391946768293,0.4316608053231708,0.0
150,0.0,1.0,0.0,0.0
151,0.0,0.0,1.0,0.0
152,0.0,0.0,1.0,0.0
153,0.0,0.0,1.0,0.0
154,0.0,0.0,0.0,1.0
155,0.0,0.0,1.0,0.0
156,0.0,0.7180069144586407,0.28199308554135927,0.0
157,0.0,0.5598802304582946,0.44011976954170545,0.0
158,0.0,0.0,1.0,0.0
159,0.0,0.0,1.0,0.0
160,0.0,0.0,0.0,1.0
161,0.5290776423532852,0.0,0.4709223576467148,0.0
162,0.0,0.0,0.0,1.0
163,0.0,0.0,0.0,1.0
164,1.0,0.0,0.0,0.0
165,0.0,0.0,0.0,1.0
166,0.0,0.0,0.0,1.0
167,0.7019571059030174,0.0,0.2980428940969826,0.0
168,0.0,0.0,0.0,1.0
169,0.14709208963217177,0.8529079103678282,0.0,0.0
170,0.7287941252177303,0.0,0.2712058747822697,0.0
171,0.0,0.0,0.0,1.0
172,0.0,0.0,0.0,1.0
173,0.0,1.0,0.0,0.0
174,0.0,0.4042707834701319,0.5957292165298682,0.0
175,0.0,0.0,0.0,1.0
176,0.7669285396775812,0.0,0.2330714603224188,0.0
177,0.0,0.0,0.0,1.0
178,0.17553583305852072,0.0,0.8244641669414793,0.0
179,0.0,0.0,0.0,1.0
180,0.0,0.0,0.0,1.0
181,0.0,1.0,0.0,0.0
182,0.0,0.0,0.0,1.0
183,0.0,0.33544080909204266,0.6645591909079573,0.0
